store_id,store_name,store_type,city,province,region,latitude,longitude,opening_date,store_size_sqm,monthly_rent,manager_id
STR0117,MegaMart Express Jakarta Utara 82,EXPRESS,Jakarta Utara,DKI Jakarta,JABODETABEK,-5.601373,107.219566,2018-06-26,300,11835355,EMP7684
STR0118,MegaMart Express Bekasi 83,EXPRESS,Bekasi,Jawa Barat,JABODETABEK,-5.215486,107.62586,2020-03-05,100,96934122,EMP3522
STR0119,MegaMart Express Badung 84,EXPRESS,Badung,Bali,BALI,-6.182256,106.34685,2024-05-12,200,73380266,EMP4993
STR0120,MegaMart Express Denpasar 85,EXPRESS,Denpasar,Bali,BALI,-6.432828,107.643736,2020-09-12,300,28321839,EMP2143
STR0121,MegaMart Express Tangerang Selatan 86,EXPRESS,Tangerang Selatan,Banten,JABODETABEK,-6.52025,107.375435,2017-12-30,100,47962005,EMP5891
STR0122,MegaMart Express Sleman 87,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-5.469479,106.693095,2020-06-06,200,54619335,EMP9903
STR0123,MegaMart Express Makassar 88,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.334295,107.539203,2022-10-27,100,86745380,EMP7274
STR0124,MegaMart Express Malang 89,EXPRESS,Malang,Jawa Timur,JAWA_TIMUR,-7.112705,107.28941,2022-11-28,200,61818612,EMP3492
STR0125,MegaMart Express Denpasar 90,EXPRESS,Denpasar,Bali,BALI,-6.947507,107.730707,2018-09-21,100,69096899,EMP2633
STR0126,MegaMart Express Samarinda 91,EXPRESS,Samarinda,Kalimantan Timur,KALIMANTAN_TIMUR,-7.169305,106.088311,2024-10-07,300,30718012,EMP2225
STR0127,MegaMart Express Badung 92,EXPRESS,Badung,Bali,BALI,-6.522878,107.185409,2022-04-15,100,54099326,EMP9742
STR0128,MegaMart Express Makassar 93,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.946402,107.574877,2020-06-21,300,14818295,EMP2121
STR0129,MegaMart Express Sidoarjo 94,EXPRESS,Sidoarjo,Jawa Timur,JAWA_TIMUR,-5.831201,106.374758,2017-07-20,300,22130508,EMP8110
STR0130,MegaMart Express Bandung 95,EXPRESS,Bandung,Jawa Barat,JABODETABEK,-6.312643,107.188002,2015-04-29,100,53536830,EMP1919
STR0131,MegaMart Express Tangerang Selatan 96,EXPRESS,Tangerang Selatan,Banten,JABODETABEK,-6.450318,106.09114,2020-12-15,200,85957578,EMP3950
STR0132,MegaMart Express Semarang 97,EXPRESS,Semarang,Jawa Tengah,JAWA_TENGAH,-7.042063,107.541679,2021-12-13,300,42323627,EMP9153
STR0133,MegaMart Express Yogyakarta 98,EXPRESS,Yogyakarta,Yogyakarta,YOGYAKARTA,-6.735623,107.075809,2020-02-26,200,99501846,EMP1153
STR0134,MegaMart Express Badung 99,EXPRESS,Badung,Bali,BALI,-5.844778,106.115951,2019-12-15,200,88862539,EMP5901
STR0135,MegaMart Express Makassar 100,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.286328,106.404243,2019-04-25,200,24314759,EMP4886
STR0136,MegaMart Express Makassar 101,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.050376,107.785384,2018-04-24,100,98346110,EMP7484
STR0137,MegaMart Express Tangerang 102,EXPRESS,Tangerang,Banten,JABODETABEK,-6.068142,107.171599,2023-05-09,100,91390501,EMP9138
STR0138,MegaMart Express Tangerang 103,EXPRESS,Tangerang,Banten,JABODETABEK,-5.98587,106.504642,2022-02-20,100,93334601,EMP5106
STR0139,MegaMart Express Magelang 104,EXPRESS,Magelang,Jawa Tengah,JAWA_TENGAH,-7.005672,107.054916,2015-06-11,200,69166287,EMP1546
STR0140,MegaMart Express Sleman 105,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-5.73528,105.980267,2018-04-23,200,65767881,EMP3877
STR0141,MegaMart Express Surabaya 106,EXPRESS,Surabaya,Jawa Timur,JAWA_TIMUR,-5.626974,107.552921,2019-02-07,300,77349752,EMP5465
STR0142,MegaMart Express Solo 107,EXPRESS,Solo,Jawa Tengah,JAWA_TENGAH,-5.371902,107.688376,2024-01-17,200,55461591,EMP2886
STR0143,MegaMart Express Denpasar 108,EXPRESS,Denpasar,Bali,BALI,-6.918486,107.733,2024-08-24,300,63339667,EMP6992
STR0144,MegaMart Express Bogor 109,EXPRESS,Bogor,Jawa Barat,JABODETABEK,-7.172163,106.873145,2020-02-06,200,45186708,EMP7242
STR0145,MegaMart Express Medan 110,EXPRESS,Medan,Sumatera Utara,SUMATERA_UTARA,-5.850327,106.742954,2021-12-12,300,54024257,EMP4626
STR0146,MegaMart Express Bogor 111,EXPRESS,Bogor,Jawa Barat,JABODETABEK,-5.381225,106.40438,2019-07-31,100,28760553,EMP1742
STR0147,MegaMart Express Jakarta Barat 112,EXPRESS,Jakarta Barat,DKI Jakarta,JABODETABEK,-5.208145,106.032241,2017-08-19,300,28208520,EMP7367
STR0148,MegaMart Express Badung 113,EXPRESS,Badung,Bali,BALI,-5.859028,107.28628,2021-01-21,200,88831486,EMP3531
STR0149,MegaMart Express Makassar 114,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.532614,107.031304,2018-02-19,100,59731689,EMP4559
STR0150,MegaMart Express Badung 115,EXPRESS,Badung,Bali,BALI,-5.29889,107.5109,2016-02-11,300,59302863,EMP9920
STR0151,MegaMart Express Medan 116,EXPRESS,Medan,Sumatera Utara,SUMATERA_UTARA,-6.403721,106.179617,2016-05-15,200,22304198,EMP4475
STR0152,MegaMart Express Yogyakarta 117,EXPRESS,Yogyakarta,Yogyakarta,YOGYAKARTA,-7.098843,106.467018,2016-05-30,300,37542226,EMP2124
STR0153,MegaMart Express Balikpapan 118,EXPRESS,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-6.027234,107.426106,2017-08-12,200,29804386,EMP1046
STR0154,MegaMart Express Tangerang 119,EXPRESS,Tangerang,Banten,JABODETABEK,-5.224945,106.880431,2023-12-15,100,24754064,EMP1422
STR0155,MegaMart Express Semarang 120,EXPRESS,Semarang,Jawa Tengah,JAWA_TENGAH,-6.483515,107.376863,2021-08-08,200,12118101,EMP3854
STR0156,MegaMart Express Tangerang 121,EXPRESS,Tangerang,Banten,JABODETABEK,-6.946483,106.641921,2016-04-10,300,18530615,EMP8802
STR0157,MegaMart Express Badung 122,EXPRESS,Badung,Bali,BALI,-6.173524,106.018108,2020-08-25,100,92558242,EMP1710
STR0158,MegaMart Express Samarinda 123,EXPRESS,Samarinda,Kalimantan Timur,KALIMANTAN_TIMUR,-6.283915,107.728052,2015-09-07,200,63904155,EMP7984
STR0159,MegaMart Express Bogor 124,EXPRESS,Bogor,Jawa Barat,JABODETABEK,-5.775197,106.687125,2015-11-27,200,91644298,EMP3430
STR0160,MegaMart Express Bekasi 125,EXPRESS,Bekasi,Jawa Barat,JABODETABEK,-6.649968,107.066153,2021-02-24,300,53645651,EMP7240
STR0161,MegaMart Express Sleman 126,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-6.292569,107.010854,2016-02-11,300,25356396,EMP4522
STR0162,MegaMart Express Makassar 127,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.423818,106.627627,2024-04-12,200,63516659,EMP7815
STR0163,MegaMart Express Depok 128,EXPRESS,Depok,Jawa Barat,JABODETABEK,-6.346472,107.130216,2019-03-14,100,73655158,EMP2099
STR0164,MegaMart Express Bandung 129,EXPRESS,Bandung,Jawa Barat,JABODETABEK,-7.01354,105.993129,2023-04-15,200,27463800,EMP1982
STR0165,MegaMart Express Sleman 130,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-5.859973,106.621617,2024-10-18,300,66765623,EMP1842
STR0166,MegaMart Express Serang 131,EXPRESS,Serang,Banten,JABODETABEK,-6.575102,106.007201,2020-09-09,100,30767532,EMP8900
STR0167,MegaMart Express Surabaya 132,EXPRESS,Surabaya,Jawa Timur,JAWA_TIMUR,-6.499772,106.912531,2016-04-15,200,87054398,EMP4705
STR0168,MegaMart Express Makassar 133,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.98201,107.115662,2022-10-11,200,13886030,EMP3955
STR0169,MegaMart Express Serang 134,EXPRESS,Serang,Banten,JABODETABEK,-5.675181,107.643075,2018-12-08,100,34347841,EMP3347
STR0170,MegaMart Express Sleman 135,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-7.060829,107.281938,2015-05-06,100,81200181,EMP4524
STR0171,MegaMart Express Makassar 136,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.292708,106.114819,2018-06-30,300,53537934,EMP2391
STR0172,MegaMart Express Jakarta Pusat 137,EXPRESS,Jakarta Pusat,DKI Jakarta,JABODETABEK,-6.88518,107.035676,2022-07-23,100,46521025,EMP8259
STR0173,MegaMart Express Makassar 138,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.985848,106.628367,2017-06-01,300,25276327,EMP6655
STR0174,MegaMart Express Makassar 139,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.633507,107.156973,2020-06-16,300,99541016,EMP6053
STR0175,MegaMart Express Jakarta Pusat 140,EXPRESS,Jakarta Pusat,DKI Jakarta,JABODETABEK,-6.409473,106.99865,2015-02-01,100,50455821,EMP4460
STR0176,MegaMart Express Solo 141,EXPRESS,Solo,Jawa Tengah,JAWA_TENGAH,-6.621106,106.039969,2020-07-30,300,67801537,EMP3878
STR0177,MegaMart Express Solo 142,EXPRESS,Solo,Jawa Tengah,JAWA_TENGAH,-6.134835,106.260221,2021-04-07,300,57535513,EMP2180
STR0178,MegaMart Express Makassar 143,EXPRESS,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.327561,106.719509,2015-11-15,200,87277086,EMP8033
STR0179,MegaMart Express Sleman 144,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-5.781002,106.635388,2016-04-16,200,12799319,EMP6321
STR0180,MegaMart Express Magelang 145,EXPRESS,Magelang,Jawa Tengah,JAWA_TENGAH,-6.279806,107.17922,2019-01-22,100,68614462,EMP2734
STR0181,MegaMart Express Malang 146,EXPRESS,Malang,Jawa Timur,JAWA_TIMUR,-6.022257,106.847925,2019-06-10,200,55568701,EMP4630
STR0182,MegaMart Express Medan 147,EXPRESS,Medan,Sumatera Utara,SUMATERA_UTARA,-7.047241,107.066449,2020-12-13,300,36025314,EMP6724
STR0183,MegaMart Express Medan 148,EXPRESS,Medan,Sumatera Utara,SUMATERA_UTARA,-6.727462,106.092888,2017-03-19,100,90852623,EMP3504
STR0184,MegaMart Express Bekasi 149,EXPRESS,Bekasi,Jawa Barat,JABODETABEK,-5.297416,107.055898,2020-03-15,300,87774890,EMP8354
STR0185,MegaMart Express Sleman 150,EXPRESS,Sleman,Yogyakarta,YOGYAKARTA,-5.471506,107.054435,2016-09-10,200,19165226,EMP8682
STR0186,MegaMart Online Badung 1,ONLINE,Badung,Bali,BALI,-5.607341,106.98284,2018-12-12,300,19957701,EMP6085
STR0187,MegaMart Online Badung 2,ONLINE,Badung,Bali,BALI,-7.124786,106.537475,2018-03-21,100,96525668,EMP2479
STR0188,MegaMart Online Sleman 3,ONLINE,Sleman,Yogyakarta,YOGYAKARTA,-6.274577,106.908633,2023-11-18,300,15505975,EMP8368
STR0189,MegaMart Online Yogyakarta 4,ONLINE,Yogyakarta,Yogyakarta,YOGYAKARTA,-6.556946,106.751258,2016-09-09,100,70468188,EMP2695
STR0190,MegaMart Online Medan 5,ONLINE,Medan,Sumatera Utara,SUMATERA_UTARA,-6.190902,106.145118,2017-10-11,300,68754920,EMP8199
STR0191,MegaMart Online Balikpapan 6,ONLINE,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-6.472204,107.635874,2019-05-06,200,55414869,EMP1857
STR0192,MegaMart Online Medan 7,ONLINE,Medan,Sumatera Utara,SUMATERA_UTARA,-6.540618,106.915926,2019-05-03,200,43822301,EMP3463
STR0193,MegaMart Wholesale Medan 1,WHOLESALE,Medan,Sumatera Utara,SUMATERA_UTARA,-6.034521,106.082857,2018-12-03,200,98054173,EMP7421
STR0194,MegaMart Wholesale Magelang 2,WHOLESALE,Magelang,Jawa Tengah,JAWA_TENGAH,-5.782332,105.969438,2021-04-08,200,96368203,EMP6381
STR0195,MegaMart Wholesale Magelang 3,WHOLESALE,Magelang,Jawa Tengah,JAWA_TENGAH,-5.794338,107.694217,2022-09-08,300,22543044,EMP7937
STR0196,MegaMart Wholesale Samarinda 4,WHOLESALE,Samarinda,Kalimantan Timur,KALIMANTAN_TIMUR,-7.163539,106.417732,2017-05-27,200,75266178,EMP4145
STR0197,MegaMart Wholesale Surabaya 5,WHOLESALE,Surabaya,Jawa Timur,JAWA_TIMUR,-6.89011,106.391584,2023-11-03,100,78140959,EMP9843
STR0198,MegaMart Wholesale Balikpapan 6,WHOLESALE,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-5.876142,107.552786,2021-12-06,100,90161060,EMP7172
STR0199,MegaMart Wholesale Semarang 7,WHOLESALE,Semarang,Jawa Tengah,JAWA_TENGAH,-6.838308,107.185691,2022-01-02,100,68743530,EMP1715
STR0200,MegaMart Wholesale Makassar 8,WHOLESALE,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.847274,106.27506,2019-12-25,300,48242379,EMP8355
STR0201,MegaMart Wholesale Sidoarjo 9,WHOLESALE,Sidoarjo,Jawa Timur,JAWA_TIMUR,-6.721663,107.731193,2023-10-18,200,36040410,EMP7026
STR0202,MegaMart Wholesale Sleman 10,WHOLESALE,Sleman,Yogyakarta,YOGYAKARTA,-6.27664,106.363543,2019-04-14,300,80794454,EMP7859
STR0203,MegaMart Wholesale Semarang 11,WHOLESALE,Semarang,Jawa Tengah,JAWA_TENGAH,-5.597482,106.076797,2017-10-21,100,96057593,EMP8873
STR0204,MegaMart Wholesale Medan 12,WHOLESALE,Medan,Sumatera Utara,SUMATERA_UTARA,-5.777198,106.831819,2016-05-25,200,21257528,EMP3626
STR0205,MegaMart Wholesale Tangerang Selatan 13,WHOLESALE,Tangerang Selatan,Banten,JABODETABEK,-5.389388,106.094697,2019-11-27,100,39801436,EMP8391
STR0206,MegaMart Wholesale Medan 14,WHOLESALE,Medan,Sumatera Utara,SUMATERA_UTARA,-6.370206,106.592908,2019-03-12,100,61830338,EMP2337
STR0207,MegaMart Wholesale Medan 15,WHOLESALE,Medan,Sumatera Utara,SUMATERA_UTARA,-7.143625,107.661652,2024-05-30,300,97236246,EMP6493
STR0208,MegaMart Wholesale Semarang 16,WHOLESALE,Semarang,Jawa Tengah,JAWA_TENGAH,-7.123394,107.634792,2020-04-19,300,28628439,EMP8685
STR0209,MegaMart Fresh Denpasar 1,FRESH,Denpasar,Bali,BALI,-5.388285,105.838008,2017-06-02,100,83659258,EMP9647
STR0210,MegaMart Fresh Makassar 2,FRESH,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-5.647655,106.27528,2016-05-14,100,42002808,EMP7878
STR0211,MegaMart Fresh Sleman 3,FRESH,Sleman,Yogyakarta,YOGYAKARTA,-7.074386,107.473375,2020-08-09,300,81947921,EMP1269
STR0212,MegaMart Fresh Balikpapan 4,FRESH,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-5.762911,106.382544,2015-01-07,300,57354167,EMP4941
STR0213,MegaMart Fresh Sleman 5,FRESH,Sleman,Yogyakarta,YOGYAKARTA,-6.825372,107.13643,2020-11-14,200,19083764,EMP9618
STR0214,MegaMart Fresh Balikpapan 6,FRESH,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-6.419093,106.74027,2022-02-16,200,60103798,EMP5155
STR0215,MegaMart Fresh Jakarta Barat 7,FRESH,Jakarta Barat,DKI Jakarta,JABODETABEK,-5.62296,106.489605,2023-03-22,300,94323222,EMP2698
STR0216,MegaMart Fresh Sleman 8,FRESH,Sleman,Yogyakarta,YOGYAKARTA,-6.933181,106.504598,2018-10-18,300,33500064,EMP8612
STR0217,MegaMart Fresh Denpasar 9,FRESH,Denpasar,Bali,BALI,-5.577005,105.926201,2023-09-15,200,14963880,EMP5807
STR0218,MegaMart Fresh Surabaya 10,FRESH,Surabaya,Jawa Timur,JAWA_TIMUR,-5.617782,107.571581,2018-07-16,200,79173614,EMP7524
STR0219,MegaMart Fresh Samarinda 11,FRESH,Samarinda,Kalimantan Timur,KALIMANTAN_TIMUR,-6.693372,107.306582,2017-02-21,200,57912262,EMP1783
STR0220,MegaMart Fresh Binjai 12,FRESH,Binjai,Sumatera Utara,SUMATERA_UTARA,-6.95105,106.536038,2024-12-22,200,69020451,EMP7334
STR0221,MegaMart Fresh Medan 13,FRESH,Medan,Sumatera Utara,SUMATERA_UTARA,-6.207594,106.795047,2023-12-10,300,45798645,EMP2353
STR0222,MegaMart Fresh Makassar 14,FRESH,Makassar,Sulawesi Selatan,SULAWESI_SELATAN,-6.338786,107.790196,2017-01-09,300,49428661,EMP6262
STR0223,MegaMart Fresh Bandung 15,FRESH,Bandung,Jawa Barat,JABODETABEK,-6.54416,106.39128,2020-01-01,300,67192331,EMP3730
STR0224,MegaMart Fresh Badung 16,FRESH,Badung,Bali,BALI,-6.305741,107.253629,2018-12-15,300,68376726,EMP5498
STR0225,MegaMart Fresh Jakarta Selatan 17,FRESH,Jakarta Selatan,DKI Jakarta,JABODETABEK,-5.857632,106.61242,2020-10-02,300,31473054,EMP1510
STR0226,MegaMart Fresh Magelang 18,FRESH,Magelang,Jawa Tengah,JAWA_TENGAH,-5.843822,106.676346,2016-06-01,100,41674763,EMP7001
STR0227,MegaMart Fresh Binjai 19,FRESH,Binjai,Sumatera Utara,SUMATERA_UTARA,-5.301066,105.864771,2016-09-20,300,70387584,EMP7077
STR0228,MegaMart Fresh Binjai 20,FRESH,Binjai,Sumatera Utara,SUMATERA_UTARA,-5.673831,106.947844,2020-12-08,200,63423225,EMP6150
STR0229,MegaMart Fresh Tangerang 21,FRESH,Tangerang,Banten,JABODETABEK,-5.27896,105.851827,2017-02-01,200,79490594,EMP7340
STR0230,MegaMart Fresh Balikpapan 22,FRESH,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-6.676447,106.32058,2020-01-02,100,92124765,EMP5678
STR0231,MegaMart Fresh Denpasar 23,FRESH,Denpasar,Bali,BALI,-6.954725,107.505653,2020-01-26,100,69741812,EMP2438
STR0232,MegaMart Fresh Binjai 24,FRESH,Binjai,Sumatera Utara,SUMATERA_UTARA,-5.780919,106.899994,2018-04-04,200,31139996,EMP3852
STR0233,MegaMart Fresh Medan 25,FRESH,Medan,Sumatera Utara,SUMATERA_UTARA,-6.957275,106.201961,2016-07-22,100,76306502,EMP1430
STR0234,MegaMart Fresh Binjai 26,FRESH,Binjai,Sumatera Utara,SUMATERA_UTARA,-6.265188,107.766024,2016-06-15,300,21571646,EMP2077
STR0235,MegaMart Fresh Tangerang Selatan 27,FRESH,Tangerang Selatan,Banten,JABODETABEK,-5.20081,107.237739,2020-11-23,200,64953237,EMP2208
STR0236,MegaMart Fresh Solo 28,FRESH,Solo,Jawa Tengah,JAWA_TENGAH,-5.915323,106.699949,2022-08-17,300,56239991,EMP3102
STR0237,MegaMart Fresh Balikpapan 29,FRESH,Balikpapan,Kalimantan Timur,KALIMANTAN_TIMUR,-5.664437,106.058066,2020-08-21,100,26664623,EMP9488
STR0238,MegaMart Fresh Solo 30,FRESH,Solo,Jawa Tengah,JAWA_TENGAH,-6.870686,106.445322,2022-12-15,100,56442431,EMP9501
STR0239,MegaMart Fresh Tangerang 31,FRESH,Tangerang,Banten,JABODETABEK,-6.698789,107.070114,2021-03-06,200,26800072,EMP5961
